Tinh/Thanh pho,Quan/Huyen,Du an,Đia chi,Vi do,Kinh do,Gia (VND),Dien tich (m2),So phong ngu,So phong ve sinh,So tang,Duong vao,Mat tien,Huong nha,Huong ban cong,Noi that,Phap ly
Đà Nẵng,Thanh Khê,,"Phường Thanh Khê Tây, Thanh Khê, Đà Nẵng",16.0694256803073370,108.1767356361575500,5800000000.0,"88,7",3,2,2,,,Nam,,,
Đà Nẵng,Cẩm Lệ,,"Đường Nguyễn Phong Sắc, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",16.0275687,108.2116278,3500000000.0,"70,5",5,3,3,5.0,5.0,Nam,Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường Mân Quang 7, Phường Thọ Quang, Sơn Trà, Đà Nẵng",16.0932916,108.2427805,4000000000.0,75,3,2,2,5.5,5.0,Đông - Nam,Đông - Nam,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường Trần Nhân Tông, Phường Mân Thái, Sơn Trà, Đà Nẵng",16.0897768,108.2396555,6900000000.0,90,5,4,3,15.0,5.0,Tây - Bắc,Tây - Bắc,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Thanh Khê,,"Đường Trần Cao Vân, Phường Thạc Gián, Thanh Khê, Đà Nẵng",16.0711351,108.1976934,3900000000.0,50,3,4,4,5.0,6.4,Tây,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Cẩm Lệ,,"Đường Yên Thế, Phường Hòa An, Cẩm Lệ, Đà Nẵng",16.0531396,108.1776455,12000000000.0,186,,,,,,,,,
Đà Nẵng,Hải Châu,,"Đường Hoàng Diệu, Phường Bình Thuận, Hải Châu, Đà Nẵng.",16.0523269,108.2177412,8100000000.0,55,2,1,2,,4.2,Tây,Tây,Cơ bản,Sổ đỏ/ Sổ hồng
Đà Nẵng,Liên Chiểu,,"Đường Kinh Dương Vương, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0756945,108.168094,15500000000.0,108,12,12,5,15.0,4.5,,,Đầy đủ.,Sổ đỏ/ Sổ hồng
Đà Nẵng,Liên Chiểu,,"Đường Phan Văn Định, Phường Hòa Hiệp Bắc, Liên Chiểu, Đà Nẵng",16.0892983,108.1469458,3100000000.0,143,7,7,1,6.0,6.0,Đông - Bắc,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Hưng Hoá 1, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0335684,108.2176293,4850000000.0,60,2,2,2,3.75,4.0,Tây - Nam,,Cơ bản,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Lê Đình Dương, Phường Hải Châu II, Hải Châu, Đà Nẵng",16.0622159,108.217646,18000000000.0,63,4,3,3,10.5,,,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Cẩm Lệ,,"Đường Lê Cao Lãng, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",16.0096758,108.2024369,4200000000.0,100,3,2,2,5.5,,Đông - Nam,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Liên Chiểu,,"Đường Đào Sư Tích, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0536147,108.16696,3850000000.0,"60,2",,,3,,,Tây - Nam,,,
Đà Nẵng,Hải Châu,,"Đường Hưng Hoá 1, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0335684,108.2176293,4850000000.0,60,3,2,2,3.75,5.0,Tây - Nam,,Đầy đủ,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,One River,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.991830825805664,108.26130676269531,21000000000.0,300,4,5,4,20.5,15.0,Đông - Nam,Đông - Nam,Cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Hòa Vang,,"Đường Phạm Hùng, Xã Hòa Phước, Hòa Vang, Đà Nẵng",15.9889284,108.2077463,6900000000.0,"107,5",5,3,3,15.0,5.0,Tây,Tây,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Nguyễn Sơn, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0305282,108.227732,15500000000.0,"150,6",4,5,3,7.5,6.4,Đông - Nam,,Nội thất cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,FPT City Đà Nẵng,"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.983246803283691,108.25209045410156,4600000000.0,90,3,3,2,9.5,6.0,Tây,Tây,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,One River,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.9918308258057,108.261306762695,20000000000.0,300,5,5,3,15.0,15.0,Tây - Nam,Đông - Bắc,Cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Liên Chiểu,,"Đường Hòa Phú 6, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0560385499539,108.165781234645,4250000000.0,"77,5",3,3,3,5.5,5.0,Tây - Bắc,Tây - Bắc,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Sơn Trà,Sun Symphony Residence,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.088382720947266,108.22888946533203,16200000000.0,108,,,,,,,,,
Đà Nẵng,Hải Châu,,"Đường Nguyễn Thị Minh Khai, Phường Thạch Thang, Hải Châu, Đà Nẵng",16.0749494,108.2179434,13900000000.0,"59,3",,,,,4.46,,,,
Đà Nẵng,Hải Châu,,"Đường Tiểu La, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",16.0448322,108.2163965,13000000000.0,90,,,,,,,,,
Đà Nẵng,Liên Chiểu,Lakeside Palace,"Dự án Lakeside Palace, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng",16.09357261657715,108.12629699707031,4099999999.9999995,100,3,3,3,15.0,5.0,Tây - Nam,Tây - Nam,Không nội thất.,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường Nguyễn Đình, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",16.06873,108.243567,10900000000.0,82,6,7,5,5.5,5.0,Đông,Đông,Cao cấp,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hòa Vang,,"Thôn Phong Nam đường Đá Bàn 4, Xã Hòa Châu, Hòa Vang, Đà Nẵng",15.9848294073567,108.195789337399,2950000000.0,100,3,2,2,5.5,,Tây - Nam,,,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Cẩm Lệ,,"542 Đường 29/3, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",16.0019983,108.2199588,6900000000.0,100,3,2,2,,,Đông - Nam,,Cơ bản,Sổ đỏ/ Sổ hồng
Đà Nẵng,Cẩm Lệ,,"Đường Nguyễn Hữu Tiến, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",16.0069191,108.1969515,5500000000.0,100,3,3,3,10.5,5.0,Đông - Nam,Đông - Nam,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường An Cư, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",16.0670115,108.2329434,6500000000.0,"67,5",3,3,3,5.5,4.5,Đông,Đông,Đầy đủ.,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,Fusion Maia Resort,"Dự án Fusion Maia Resort, Đường Võ Nguyên Giáp, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",16.03106689453125,108.2549819946289,33000000000.0,522,3,3,2,18.0,23.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Nguyễn Thị Minh Khai, Phường Thạch Thang, Hải Châu, Đà Nẵng",16.0749494,108.2179434,13900000000.0,60,3,3,3,10.5,,,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,Fusion Resort & Villas Da Nang,"Dự án Fusion Resort & Villas Da Nang, Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.992631912231445,108.26937103271484,25000000000.0,550,3,3,2,18.0,26.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Cẩm Lệ,,"Đường Lê Đại Hành, Phường Hòa Phát, Cẩm Lệ, Đà Nẵng",16.0206624,108.1968488,7500000000.0,100,3,3,3,36.0,5.0,,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Hưng Hoá 1, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0335684,108.2176293,4850000000.0,60,,,2,,,,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Thanh Khê,,"Đường Điện Biên Phủ, Phường Thanh Khê Đông, Thanh Khê, Đà Nẵng",16.0656209,108.1872238,10500000000.0,79,,,3,48.0,4.4,,,,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Sơn Trà,,"Đường Lý Đạo Thành, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",16.0856126,108.2372525,5300000000.0,95,3,2,2,7.5,4.5,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Hải Châu,,"Đường Thái Phiên, Phường Phước Ninh, Hải Châu, Đà Nẵng",16.0650743,108.221753,10700000000.0,40,,,4,,5.6,,,,
Đà Nẵng,Cẩm Lệ,,"Đường Lê Cao Lãng, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",16.0096758,108.2024369,4200000000.0,100,3,2,2,5.5,,Đông - Nam,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Liên Chiểu,,"Đường Đào Sư Tích, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0536147,108.16696,3850000000.0,"60,2",,,3,,,Tây - Nam,,,
Đà Nẵng,Hải Châu,,"Đường Hưng Hoá 1, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0335684,108.2176293,4850000000.0,60,3,2,2,3.75,5.0,Tây - Nam,,Đầy đủ,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,One River,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.991830825805664,108.26130676269531,21000000000.0,300,4,5,4,20.5,15.0,Đông - Nam,Đông - Nam,Cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Hòa Vang,,"Đường Phạm Hùng, Xã Hòa Phước, Hòa Vang, Đà Nẵng",15.9889284,108.2077463,6900000000.0,"107,5",5,3,3,15.0,5.0,Tây,Tây,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Nguyễn Sơn, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0305282,108.227732,15500000000.0,"150,6",4,5,3,7.5,6.4,Đông - Nam,,Nội thất cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,FPT City Đà Nẵng,"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.983246803283691,108.25209045410156,4600000000.0,90,3,3,2,9.5,6.0,Tây,Tây,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,One River,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.9918308258057,108.261306762695,20000000000.0,300,5,5,3,15.0,15.0,Tây - Nam,Đông - Bắc,Cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Liên Chiểu,,"Đường Hòa Phú 6, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0560385499539,108.165781234645,4250000000.0,"77,5",3,3,3,5.5,5.0,Tây - Bắc,Tây - Bắc,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Hải Châu,,"Đường Triệu Nữ Vương, Phường Hải Châu II, Hải Châu, Đà Nẵng",16.0648795,108.2164989,8000000000.0,50,3,,3,,,,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Phố Thạch Lam, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",16.0576304,108.2443058,16500000000.0,"123,6",8,9,4,,6.4,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,,"Đường Khuê Mỹ Đông 5, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.0385176,108.2450853,13300000000.0,175,,,,,,,,,
Đà Nẵng,Hải Châu,,"Đường Bình An 7, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng.",16.0409689695375,108.215675763187,4790000000.0,56,3,3,2,5.5,,,,,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Liên Chiểu,,"Phố Đỗ Nhuận, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0609845,108.1698084,4950000000.0,90,4,3,3,5.5,5.0,Tây - Nam,Tây - Nam,Cao cấp,Sổ đỏ/ Sổ hồng
Đà Nẵng,Liên Chiểu,,"Đường Phú Lộc 18, Phường Hòa Minh,Quận Liên Chiểu, Đà Nẵng",16.0560385499539,108.165781234645,3350000000.0,"87,5",4,4,1,5.5,5.0,Tây - Bắc,Tây - Bắc,,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Liên Chiểu,,"Đường Hòa Minh 14, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0556542,108.1636693,3750000000.0,70,3,2,2,5.5,5.0,Đông - Bắc,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Liên Chiểu,,"Đường Hòa Minh 3, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0657336,108.1695504,3500000000.0,72,4,2,2,5.5,4.5,Đông - Bắc,,Không nội thất,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường Hoàng Sĩ Khải, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",16.0754438,108.2318092,5890000000.0,72,2,1,1,7.5,5.0,Đông - Nam,,Cơ bản,Sổ đỏ/ Sổ hồng
Đà Nẵng,Liên Chiểu,,"Đường Bàu Mạc 23, Phường Hòa Khánh Bắc, Liên Chiểu, Đà Nẵng",16.0794193412066,108.133496523847,8500000000.0,150,9,9,3,15.0,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Cẩm Lệ,,"Đường Nhơn Hòa 1, Phường Hòa An, Cẩm Lệ, Đà Nẵng",16.0517052,108.1752355,3350000000.0,75,2,20,2,5.0,5.0,Tây - Bắc,Tây - Bắc,Đầy đủ,Sổ hồng
Đà Nẵng,Sơn Trà,,"Phố Phó Đức Chính, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",16.0827054,108.2398134,7200000000.0,117,,,,7.5,9.0,Đông - Nam,,,
Đà Nẵng,Hải Châu,,"Đường Nguyễn Quang Bích, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",16.0418434,108.2125346,7800000000.0,"92,5",3,3,3,5.5,,,,,* Pháp lý: Đã có sổ.
Đà Nẵng,Hải Châu,,"Phố Vũ Hữu, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",16.0421254,108.2109935,8500000000.0,96,,,3,7.5,5.0,Đông,,,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Hải Châu,,"Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0300708741803,108.220528217156,16500000000.0,150,5,,,,,,,,
Đà Nẵng,Ngũ Hành Sơn,,"Đường Trần Khánh Dư, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.0527488,108.2412426,17300000000.0,110,12,12,5,,6.5,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Nguyễn Sơn Hà, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",16.0449681,108.2167766,5200000000.0,85,,,,5.5,,Đông - Nam,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Cẩm Lệ,,"Đường Yên Thế, Phường Hòa An,Quận Cẩm Lệ, Đà Nẵng",16.0531396,108.1776455,7350000000.0,100,5,3,3,7.5,5.0,Tây - Nam,Tây - Nam,,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Cẩm Lệ,,"Đường Nhơn Hòa, Phường Hòa An, Cẩm Lệ, Đà Nẵng",16.05257,108.174463,4950000000.0,138,3,4,3,5.5,5.5,Đông - Bắc,Đông - Bắc,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Nguyễn Lộ Trạch, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0326999,108.2291802,14900000000.0,100,4,10,8,,,,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Cẩm Lệ,,"Đường Lê Cao Lãng, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",16.0096758,108.2024369,4200000000.0,100,3,2,2,5.5,,Đông - Nam,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Liên Chiểu,,"Đường Đào Sư Tích, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0536147,108.16696,3850000000.0,"60,2",,,3,,,Tây - Nam,,,
Đà Nẵng,Hải Châu,,"Đường Hưng Hoá 1, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0335684,108.2176293,4850000000.0,60,3,2,2,3.75,5.0,Tây - Nam,,Đầy đủ,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,One River,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.991830825805664,108.26130676269531,21000000000.0,300,4,5,4,20.5,15.0,Đông - Nam,Đông - Nam,Cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Hòa Vang,,"Đường Phạm Hùng, Xã Hòa Phước, Hòa Vang, Đà Nẵng",15.9889284,108.2077463,6900000000.0,"107,5",5,3,3,15.0,5.0,Tây,Tây,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Nguyễn Sơn, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0305282,108.227732,15500000000.0,"150,6",4,5,3,7.5,6.4,Đông - Nam,,Nội thất cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,FPT City Đà Nẵng,"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.983246803283691,108.25209045410156,4600000000.0,90,3,3,2,9.5,6.0,Tây,Tây,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,One River,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.9918308258057,108.261306762695,20000000000.0,300,5,5,3,15.0,15.0,Tây - Nam,Đông - Bắc,Cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Liên Chiểu,,"Đường Hòa Phú 6, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0560385499539,108.165781234645,4250000000.0,"77,5",3,3,3,5.5,5.0,Tây - Bắc,Tây - Bắc,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Liên Chiểu,,"Đường Đồng Trí 3, Phường Hòa Khánh Nam, Liên Chiểu, Đà Nẵng",16.0593439,108.1612448,3690000000.0,90,3,2,2,5.5,4.5,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,,"Đường Sơn Thủy 9, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",16.0117024258087,108.252634135284,6500000000.0,160,4,5,3,5.5,8.0,Bắc,Đông,,
Đà Nẵng,Ngũ Hành Sơn,,"Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.0497496,108.2407263,11000000000.0,50,,,6,,,,,,
Đà Nẵng,Hải Châu,,"Đường Lê Đình Thám, Phường Hòa Thuận Đông, Hải Châu, Đà Nẵng",16.049644,108.2162803,8800000000.0,79,4,3,3,,4.5,,,Không nội thất,
Đà Nẵng,Thanh Khê,,"Đường Điện Biên Phủ, Phường Chính Gián, Thanh Khê, Đà Nẵng",16.0657285,108.1991939,20000000000.0,132,1,1,1,12.5,7.2,Đông - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,Sun Symphony Residence,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.088382720947266,108.22888946533203,16420000000.000002,108,4,5,3,,,,,Không nội thất,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,,"Đường An Thượng 37, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.0502948,108.2450432,11500000000.0,60,8,8,5,,,,,Đầy đủ.,Sổ đỏ/ Sổ hồng
Đà Nẵng,Liên Chiểu,,"Đường Phan Thị Nể, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0802099,108.163686,5650000000.0,81,3,3,3,5.0,5.0,Đông - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường Chính Hữu, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",21.0163377,105.7840464,36000000000.0,196,,,6,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Cẩm Lệ,,"Đường Thăng Long, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",16.0309986106035,108.218549232324,27000000000.0,373,,,,,11.0,,,Đầy đủ.,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường Lê Mạnh Trinh, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",16.0751828,108.2435654,40000000000.0,"292,5",,,3,5.0,12.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường Đỗ Thế Chấp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",16.0779544,108.2442083,32000000000.0,247,5,,,7.5,10.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,,"Đường An Thượng 6, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",16.0484305,108.245085,11500000000.0,67,3,3,4,5.5,4.5,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,Marina Complex,"Dự án Marina Complex, Đường Lý Nhật Quang, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",16.092119216918945,108.22557830810547,9500000000.0,120,4,5,3,10.5,6.0,Đông - Nam,Đông - Nam,Cơ bản.,Sổ đỏ/ Sổ hồng
Đà Nẵng,Thanh Khê,,"Kiệt 40, Đường Phan Thanh, Phường Thạc Gián, Thanh Khê, Đà Nẵng",16.0648494294453,108.206647926042,7150000000.0,"162,5",1,1,1,2.5,10.2,Bắc,,Không nội thất.,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Phạm Văn Bạch, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0319474,108.2265672,5900000000.0,100,4,2,3,5.5,,Nam,,,
Đà Nẵng,Ngũ Hành Sơn,The Ocean Villas,"Dự án The Ocean Villas, Đường Võ Nguyên Giáp, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",16.0170230865479,108.260246276855,29990000000.0,600,3,3,2,,17.58,Đông - Nam,Đông - Nam,Full nội thất cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Cẩm Lệ,,"Đường Lê Cao Lãng, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",16.0096758,108.2024369,4200000000.0,100,3,2,2,5.5,,Đông - Nam,,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Liên Chiểu,,"Đường Đào Sư Tích, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0536147,108.16696,3850000000.0,"60,2",,,3,,,Tây - Nam,,,
Đà Nẵng,Hải Châu,,"Đường Hưng Hoá 1, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0335684,108.2176293,4850000000.0,60,3,2,2,3.75,5.0,Tây - Nam,,Đầy đủ,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,One River,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.991830825805664,108.26130676269531,21000000000.0,300,4,5,4,20.5,15.0,Đông - Nam,Đông - Nam,Cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Hòa Vang,,"Đường Phạm Hùng, Xã Hòa Phước, Hòa Vang, Đà Nẵng",15.9889284,108.2077463,6900000000.0,"107,5",5,3,3,15.0,5.0,Tây,Tây,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hải Châu,,"Đường Nguyễn Sơn, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",16.0305282,108.227732,15500000000.0,"150,6",4,5,3,7.5,6.4,Đông - Nam,,Nội thất cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Ngũ Hành Sơn,FPT City Đà Nẵng,"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.983246803283691,108.25209045410156,4600000000.0,90,3,3,2,9.5,6.0,Tây,Tây,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Ngũ Hành Sơn,One River,"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",15.9918308258057,108.261306762695,20000000000.0,300,5,5,3,15.0,15.0,Tây - Nam,Đông - Bắc,Cao cấp.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Liên Chiểu,,"Đường Hòa Phú 6, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",16.0560385499539,108.165781234645,4250000000.0,"77,5",3,3,3,5.5,5.0,Tây - Bắc,Tây - Bắc,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Sơn Trà,,"Đường Tân Thái 8, Phường Mân Thái, Sơn Trà, Đà Nẵng",16.0862016,108.2451567,3850000000.0,66,3,2,2,3.75,5.0,Tây - Bắc,Tây - Bắc,,Sổ đỏ/ Sổ hồng
Đà Nẵng,Hòa Vang,,"Đường 605, Xã Hòa Tiến, Hòa Vang, Đà Nẵng",15.9613022,108.1797215,1690000000.0,150,3,1,1,5.0,7.5,Nam,Nam,Cơ bản.,Sổ đỏ/ Sổ hồng.
Đà Nẵng,Sơn Trà,,"Đường Phạm Vấn, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",16.0862406,108.2447794,6550000000.0,85,3,2,2,7.0,5.0,Tây,Tây,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Sơn Trà,,"Đường Chính Hữu, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",16.0730763948387,108.239528416211,7500000000.0,150,3,3,1,5.0,10.0,Đông,,Đầy đủ,Sổ đỏ/ Sổ hồng
Đà Nẵng,Thanh Khê,,"Đường Nguyễn Tri Phương, Phường Thạc Gián, Thanh Khê, Đà Nẵng",16.0605631,108.2052966,41700000000.0,300,10,7,3,32.0,10.0,Đông - Nam,Đông - Nam,Cơ bản,Sổ đỏ/ Sổ hồng
